dataset,domain,method,seed,comparison_group,status,terminal_complete,numerically_invalid,host,student_checkpoint,ema_checkpoint,completed_at,training_code_sha,terminal_evidence,execution_evidence,collected_at,note
DIOR,contrast,AASFOD,43,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/contrast/seed_43/methods/AASFOD/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/contrast/seed_43/methods/AASFOD/work/iter_185_ema.pth,2026-09-11T22:47:24.145079+00:00,cbd0f75ab147fea6728f61d6fd696325cc195296,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/contrast/seed_43/methods/AASFOD/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/contrast/seed_43/methods/AASFOD/execution.json,2026-09-12T01:56:13.891251+00:00,
DIOR,contrast,AASFOD,44,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/contrast/seed_44/methods/AASFOD/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/contrast/seed_44/methods/AASFOD/work/iter_185_ema.pth,2026-09-11T22:47:26.504166+00:00,cbd0f75ab147fea6728f61d6fd696325cc195296,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/contrast/seed_44/methods/AASFOD/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/contrast/seed_44/methods/AASFOD/execution.json,2026-09-12T01:56:13.909474+00:00,
DIOR,contrast,B,42,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/B/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/B/work/iter_185_ema.pth,2026-09-06T03:28:57+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/B/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.069735+00:00,
DIOR,contrast,B,43,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/B/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/B/work/iter_185_ema.pth,2026-09-07T03:03:02+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/B/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.390106+00:00,
DIOR,contrast,B,44,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/B/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/B/work/iter_185_ema.pth,2026-09-07T18:34:38+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/B/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.721274+00:00,
DIOR,contrast,B_REG,42,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_42/methods/B_REG/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_42/methods/B_REG/work/iter_185_ema.pth,2026-09-08T21:26:53.157404+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_42/methods/B_REG/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_42/methods/B_REG/execution.json,2026-09-12T01:56:07.165810+00:00,
DIOR,contrast,B_REG,43,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_43/methods/B_REG/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_43/methods/B_REG/work/iter_185_ema.pth,2026-09-08T21:27:04.812847+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_43/methods/B_REG/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_43/methods/B_REG/execution.json,2026-09-12T01:56:07.228543+00:00,
DIOR,contrast,B_REG,44,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_44/methods/B_REG/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_44/methods/B_REG/work/iter_185_ema.pth,2026-09-08T21:35:21.201323+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_44/methods/B_REG/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/contrast/seed_44/methods/B_REG/execution.json,2026-09-12T01:56:07.266116+00:00,
DIOR,contrast,C,42,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/C/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/C/work/iter_185_ema.pth,2026-09-06T06:09:24+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/C/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.198019+00:00,
DIOR,contrast,C,43,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/C/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/C/work/iter_185_ema.pth,2026-09-07T04:32:17+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/C/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.443894+00:00,
DIOR,contrast,C,44,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/C/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/C/work/iter_185_ema.pth,2026-09-07T18:02:42+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/C/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.666391+00:00,
DIOR,contrast,D,42,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/D/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/D/work/iter_185_ema.pth,2026-09-06T05:16:44+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/D/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.135958+00:00,
DIOR,contrast,D,43,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/D/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/D/work/iter_185_ema.pth,2026-09-07T04:24:20+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/D/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.497942+00:00,
DIOR,contrast,D,44,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/D/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/D/work/iter_185_ema.pth,2026-09-07T19:02:03+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/D/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.775556+00:00,
DIOR,contrast,E,42,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/E/ddp2/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/E/ddp2/work/iter_185_ema.pth,2026-09-06T06:59:56+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/E/ddp2/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.259926+00:00,
DIOR,contrast,E,43,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/E/ddp2/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/E/ddp2/work/iter_185_ema.pth,2026-09-07T21:03:47+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/E/ddp2/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.551703+00:00,
DIOR,contrast,E,44,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/E/ddp2/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/E/ddp2/work/iter_185_ema.pth,2026-09-07T21:25:15+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/E/ddp2/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.830298+00:00,
DIOR,contrast,F,42,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/work/iter_185_ema.pth,2026-09-06T07:53:12+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.325878+00:00,
DIOR,contrast,F,43,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/work/iter_185_ema.pth,2026-09-07T21:15:49+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.609016+00:00,
DIOR,contrast,F,44,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/work/iter_185_ema.pth,2026-09-07T21:37:05+00:00,0f98a48b539f9260055fc305784ffbc924f50451,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,2026-09-12T01:56:04.888544+00:00,
DIOR,contrast,F_text_only,42,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_text_only/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_text_only/ddp2/work/iter_185_ema.pth,2026-09-08T23:02:09.328301+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_text_only/ddp2/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_text_only/execution.json,2026-09-12T01:56:08.895451+00:00,
DIOR,contrast,F_text_only,43,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_43/methods/F_text_only/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_43/methods/F_text_only/ddp2/work/iter_185_ema.pth,2026-09-08T23:14:32.663722+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_43/methods/F_text_only/ddp2/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_43/methods/F_text_only/execution.json,2026-09-12T01:56:09.017429+00:00,
DIOR,contrast,F_text_only,44,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_44/methods/F_text_only/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_44/methods/F_text_only/ddp2/work/iter_185_ema.pth,2026-09-08T23:28:06.360633+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_44/methods/F_text_only/ddp2/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_44/methods/F_text_only/execution.json,2026-09-12T01:56:09.134313+00:00,
DIOR,contrast,F_veto_only,42,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_veto_only/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_veto_only/ddp2/work/iter_185_ema.pth,2026-09-08T23:15:43.019398+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_veto_only/ddp2/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_veto_only/execution.json,2026-09-12T01:56:08.938268+00:00,
DIOR,contrast,F_veto_only,43,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_43/methods/F_veto_only/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_43/methods/F_veto_only/ddp2/work/iter_185_ema.pth,2026-09-08T23:28:31.101572+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_43/methods/F_veto_only/ddp2/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_43/methods/F_veto_only/execution.json,2026-09-12T01:56:09.113874+00:00,
DIOR,contrast,F_veto_only,44,common_1epoch,complete,True,False,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_44/methods/F_veto_only/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_44/methods/F_veto_only/ddp2/work/iter_185_ema.pth,2026-09-08T23:42:04.811791+00:00,0f98a48b539f9260055fc305784ffbc924f50451,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_44/methods/F_veto_only/ddp2/terminal_status,.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_44/methods/F_veto_only/execution.json,2026-09-12T01:56:09.184858+00:00,
DIOR,contrast,IRG,42,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_42/methods/IRG/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_42/methods/IRG/work/iter_185_ema.pth,2026-09-08T10:47:19+00:00,a39c83221c73e71d273b96ef95c65f6d8d1e84f9,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_42/methods/IRG/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_42/methods/IRG/execution.json,2026-09-12T01:56:09.026500+00:00,
DIOR,contrast,IRG,43,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_43/methods/IRG/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_43/methods/IRG/work/iter_185_ema.pth,2026-09-08T10:47:48+00:00,a39c83221c73e71d273b96ef95c65f6d8d1e84f9,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_43/methods/IRG/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_43/methods/IRG/execution.json,2026-09-12T01:56:09.109973+00:00,
DIOR,contrast,IRG,44,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_44/methods/IRG/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_44/methods/IRG/work/iter_185_ema.pth,2026-09-08T10:54:25+00:00,a39c83221c73e71d273b96ef95c65f6d8d1e84f9,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_44/methods/IRG/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_44/methods/IRG/execution.json,2026-09-12T01:56:09.200718+00:00,
DIOR,contrast,LPLD,42,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_42/methods/LPLD/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_42/methods/LPLD/work/iter_185_ema.pth,2026-09-08T10:46:50+00:00,a39c83221c73e71d273b96ef95c65f6d8d1e84f9,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_42/methods/LPLD/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_42/methods/LPLD/execution.json,2026-09-12T01:56:09.053853+00:00,
DIOR,contrast,LPLD,43,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_43/methods/LPLD/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_43/methods/LPLD/work/iter_185_ema.pth,2026-09-08T10:53:11+00:00,a39c83221c73e71d273b96ef95c65f6d8d1e84f9,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_43/methods/LPLD/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_43/methods/LPLD/execution.json,2026-09-12T01:56:09.139022+00:00,
DIOR,contrast,LPLD,44,common_1epoch,complete,True,False,67,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_44/methods/LPLD/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_44/methods/LPLD/work/iter_185_ema.pth,2026-09-08T10:54:23+00:00,a39c83221c73e71d273b96ef95c65f6d8d1e84f9,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_44/methods/LPLD/terminal_status,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/contrast/seed_44/methods/LPLD/execution.json,2026-09-12T01:56:09.231912+00:00,
DIOR,contrast,LoRA-CGA,42,supervised_lora_oracle,not_complete_at_cutoff,False,False,,,,,,,,,No terminal-success plus frozen final Student/EMA pair before cutoff.
DIOR,contrast,LoRA-CGA,43,supervised_lora_oracle,not_complete_at_cutoff,False,False,,,,,,,,,No terminal-success plus frozen final Student/EMA pair before cutoff.
DIOR,contrast,LoRA-CGA,44,supervised_lora_oracle,not_complete_at_cutoff,False,False,,,,,,,,,No terminal-success plus frozen final Student/EMA pair before cutoff.
DIOR,contrast,LoRA-CGA+VLST,42,supervised_lora_oracle,complete,True,False,183,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_42/methods/LoRA-CGA+VLST/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_42/methods/LoRA-CGA+VLST/ddp2/work/iter_185_ema.pth,2026-09-12T01:32:23.989274+00:00,599de030df5a8658bf5f50d9fd5dfe442f8fc35d,.183:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_42/methods/LoRA-CGA+VLST/ddp2/terminal_status,.183:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_42/methods/LoRA-CGA+VLST/execution.json,2026-09-12T01:55:56.066616+00:00,
DIOR,contrast,LoRA-CGA+VLST,43,supervised_lora_oracle,complete,True,False,183,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_43/methods/LoRA-CGA+VLST/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_43/methods/LoRA-CGA+VLST/ddp2/work/iter_185_ema.pth,2026-09-12T01:32:43.836301+00:00,599de030df5a8658bf5f50d9fd5dfe442f8fc35d,.183:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_43/methods/LoRA-CGA+VLST/ddp2/terminal_status,.183:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_43/methods/LoRA-CGA+VLST/execution.json,2026-09-12T01:55:56.064381+00:00,
DIOR,contrast,LoRA-CGA+VLST,44,supervised_lora_oracle,complete,True,False,183,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_44/methods/LoRA-CGA+VLST/ddp2/work/iter_185.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_44/methods/LoRA-CGA+VLST/ddp2/work/iter_185_ema.pth,2026-09-12T01:36:22.524582+00:00,599de030df5a8658bf5f50d9fd5dfe442f8fc35d,.183:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_44/methods/LoRA-CGA+VLST/ddp2/terminal_status,.183:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/oracle_dior24_20260909/dior/contrast/seed_44/methods/LoRA-CGA+VLST/execution.json,2026-09-12T01:55:56.068896+00:00,
