dataset,domain,method,seed,role,status,expected_images,completed_images,completed_visualizations,evidence,manifest,collected_at
RSAR,noise_suppression,C,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/noise_suppression/C/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.248511+00:00
RSAR,noise_suppression,C,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/noise_suppression/C/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.248829+00:00
RSAR,noise_suppression,D,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/noise_suppression/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.249245+00:00
RSAR,noise_suppression,D,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/noise_suppression/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.249543+00:00
RSAR,noise_suppression,E,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/noise_suppression/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.249816+00:00
RSAR,noise_suppression,E,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/noise_suppression/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.250134+00:00
RSAR,noise_suppression,F,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/noise_suppression/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.250517+00:00
RSAR,noise_suppression,F,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/noise_suppression/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.250864+00:00
RSAR,am_noise_horizontal,B,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/B/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.251192+00:00
RSAR,am_noise_horizontal,B,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/B/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.251554+00:00
RSAR,am_noise_horizontal,C,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/C/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.251868+00:00
RSAR,am_noise_horizontal,C,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/C/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.252174+00:00
RSAR,am_noise_horizontal,D,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.252407+00:00
RSAR,am_noise_horizontal,D,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.252719+00:00
RSAR,am_noise_horizontal,E,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.253028+00:00
RSAR,am_noise_horizontal,E,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.253361+00:00
RSAR,am_noise_horizontal,F,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.253607+00:00
RSAR,am_noise_horizontal,F,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_horizontal/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.254001+00:00
RSAR,smart_suppression,B,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/B/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.254398+00:00
RSAR,smart_suppression,B,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/B/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.254722+00:00
RSAR,smart_suppression,C,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/C/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.254995+00:00
RSAR,smart_suppression,C,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/C/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.255290+00:00
RSAR,smart_suppression,D,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.255634+00:00
RSAR,smart_suppression,D,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.255957+00:00
RSAR,smart_suppression,E,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.256225+00:00
RSAR,smart_suppression,E,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.256550+00:00
RSAR,smart_suppression,F,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.256876+00:00
RSAR,smart_suppression,F,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/smart_suppression/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.257229+00:00
RSAR,am_noise_vertical,B,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/B/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.257623+00:00
RSAR,am_noise_vertical,B,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/B/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.258035+00:00
RSAR,am_noise_vertical,C,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/C/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.258373+00:00
RSAR,am_noise_vertical,C,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/C/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.258752+00:00
RSAR,am_noise_vertical,D,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.259060+00:00
RSAR,am_noise_vertical,D,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.259460+00:00
RSAR,am_noise_vertical,E,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.259807+00:00
RSAR,am_noise_vertical,E,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.260131+00:00
RSAR,am_noise_vertical,F,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.260477+00:00
RSAR,am_noise_vertical,F,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/RSAR/am_noise_vertical/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.260738+00:00
DIOR,clean,B,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/B/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.261073+00:00
DIOR,clean,B,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/B/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.261371+00:00
DIOR,clean,C,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/C/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.261702+00:00
DIOR,clean,C,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/C/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.261964+00:00
DIOR,clean,D,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.262307+00:00
DIOR,clean,D,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.262647+00:00
DIOR,clean,E,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.262970+00:00
DIOR,clean,E,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.263298+00:00
DIOR,clean,F,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.263609+00:00
DIOR,clean,F,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/clean/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.263887+00:00
DIOR,brightness,B,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/B/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.264178+00:00
DIOR,brightness,B,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/B/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.264440+00:00
DIOR,brightness,C,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/C/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.264735+00:00
DIOR,brightness,C,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/C/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.265078+00:00
DIOR,brightness,D,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.265402+00:00
DIOR,brightness,D,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.265800+00:00
DIOR,brightness,E,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.266081+00:00
DIOR,brightness,E,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.266357+00:00
DIOR,brightness,F,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.266766+00:00
DIOR,brightness,F,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/brightness/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.267094+00:00
DIOR,cloudy,B,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/B/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.267362+00:00
DIOR,cloudy,B,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/B/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.267738+00:00
DIOR,cloudy,C,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/C/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.268027+00:00
DIOR,cloudy,C,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/C/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.268383+00:00
DIOR,cloudy,D,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.268700+00:00
DIOR,cloudy,D,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.269063+00:00
DIOR,cloudy,E,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.269382+00:00
DIOR,cloudy,E,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.269705+00:00
DIOR,cloudy,F,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.270036+00:00
DIOR,cloudy,F,43,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/cloudy/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.270400+00:00
DIOR,contrast,B,43,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_43/iraod-aligned-roi-v3-full-test/DIOR/contrast/B/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed43.json,2026-09-12T02:08:19.270736+00:00
